Rank,Score,Autonomous Coding Skills,Driver Skills,Team Number,Team Name,Organization,Event Region
358,245,96,149,80707B,Dashen,Sidun Edu,South China
359,245,16,229,49842A,1000 IQ,Quantum Robotics,California - North
360,245,55,190,2662A,qwerty.,Lexington Qwerty Robotics,Massachusetts
361,245,2,243,6333B,GX-Zero Zone Raiders,Gaiax,Singapore
362,244,80,164,6210X,HCS: Xtreme Team,Heritage Christian School,Indiana - Region 2 - Central
363,244,9,235,9698A,Apex Stars,北京未来源教育,North China
364,244,14,230,12389U,Vĩnh Trại,Trường THCS Vĩnh Trại,Vietnam
365,243,99,144,11686X,Bounty Hunters,NEW PALESTINE JR HIGH SCHOOL,Indiana - Region 2 - Central
366,243,73,170,184E,Steel Wolves,Timberline Middle School,Washington
367,243,72,171,18386F,Robo Tigers,PRINCETON MIDDLE SCHOOL,West Virginia
368,242,123,119,9027D,园岭穿插队,Yuen Ling Primary School,South China
369,242,88,154,22250A,Cookie Monsters,El Rancho Charter School,California - South
370,241,62,179,7737A,The Storms,Peninsula Robotics,California - North
371,241,62,179,2909M,The Quantam Quokkas,NextGen RoboMinds,Georgia
372,241,52,189,8676C,BLACK TEMPEST,CHINGSHIN ACADEMY,Chinese Taipei
373,240,110,130,50901B,FSS509,Fukien Secondary School,Hong Kong
374,240,0,240,45544Z,Gao Xinxia,XI'AN GAOXIN NO. 1 MIDDLE SCHOOL South,West China
375,240,0,240,921B,LitteFIshB,Shanghai Pinghe Bilingual School,East China
376,239,105,134,6174B,Hightower Trail Advanced Robotics Projects Agency,HIGHTOWER TRAIL MIDDLE SCHOOL,Georgia
377,239,99,140,50901A,FSS509,Fukien Secondary School,Hong Kong
378,239,86,153,8757X,STEAM-ED Robotics X,STEAM-ED Robotics Tauranga,New Zealand
379,239,65,174,88855A,VEX Ninjas,Vex Ninjas,United Kingdom
380,239,38,201,9078D,The Goats,GRIFFITHS (GORDON) MIDDLE,California - South
381,239,24,215,63330C,ChuckleNuts,Future Sphere,New York-South
382,239,2,237,33898D,FSC BG 04,"Trường tiểu học, THCS & THPT FPT Bắc Giang",Vietnam
383,238,72,166,67294B,First Class,Schroeder Middle School,North Dakota
384,238,68,170,10452Y,Quack Macs,Haslett Robotics Club,Michigan
385,238,14,224,4250S,Da Florks,MuYv Robotics Consulting,New Zealand
386,237,99,138,80666A,深藏blue,Robo Hive,Middle China
387,237,73,164,26277E,United Robotics,HOOD RIVER MIDDLE SCHOOL,Oregon
388,237,58,179,19375C,IMSC Team C,Munsang College (Hong Kong Island),Hong Kong
389,237,53,184,74300V,Just Symmetrical,International Bilingual School at Hsinchu-Science-Park,Chinese Taipei
390,237,36,201,2529B,Clay Trojan Robotics,CLAY MIDDLE SCHOOL,Indiana - Region 2 - Central
391,237,25,212,7966R,Red Dragon,Anji Road Education Group Xintiandi Experimental School,East China
392,236,53,183,74756C,Mythri-Equinox,Mythri Stem Academy,Nevada
393,236,28,208,2625D,Meta Geeks,Geeks Robotics,North Carolina
394,235,61,174,3168V,Awesome Robot,Skywalker Robotics,New Zealand
395,234,110,124,9233C,BASIS International School Shenzhen,BASIS International School Shenzhen,South China
396,234,84,150,2737F,Bunnybots,Magikid Robotics Lab Redmond,Washington
397,234,42,192,45588A,Fantastic 4,Private,California - North
398,234,16,218,46032N,SCHEMA Robotics,Creekside Middle School,Indiana - Region 2 - Central
399,233,62,171,29627F,Pinsanity,Bixby Middle School,Oklahoma
400,233,14,219,5813P,Pyjama Sharks,SHORELINE JUNIOR HIGH,Utah
401,233,7,226,10515C,Chromatic Pack,J WILLIAM FULBRIGHT JUNIOR HIGH SCHOOL,Arkansas
402,232,99,133,46032J,TechCATS,Creekside Middle School,Indiana - Region 2 - Central
403,231,91,140,3383E,Robohawks - Embers,ORCHARD HILLS,California - South
404,231,28,203,5004B,MechaCoding B,MechaCoding Academy,South Korea
405,231,28,203,1729R,Republican Army,International Robotics Academy,Kazakhstan
406,231,2,229,47747V,WASS - ITEAM,Western Australian School System,Vietnam
407,230,59,171,61071B,İLTER,Küçükçekmece Belediyesi Bilgi Evleri ve Çocuk Üniversitesi,Türkiye
408,229,84,145,490A,Ege Robotics,Ege Robotics,Türkiye
409,229,69,160,3722Y,Demolition,The Frazer School,Florida - North/Central
410,228,64,164,37D,Triple Threat,Cranbrook Schools,Michigan
411,228,36,192,95129B,LaZer BotZ,JOHN MUIR ELEMENTARY & JOAQUIN MILLER MIDDLE ROBOTICS CLUB,California - North
412,227,102,125,1901B,Notre Dame's Tech Titans,NOTRE DAME CATHOLIC SCHOOL,Texas - Region 4
413,227,64,163,39401A,Penguin-eers,"Pine Belt Robotics Academy and Enrichment Center, LLC",Mississippi
414,227,43,184,30041F,Lakeside 30041 F,LAKESIDE MIDDLE SCHOOL,Georgia
415,226,36,190,6177E,Electrified Eels,Robotfun Academy,Massachusetts
416,226,36,190,29627T,The Pin Heads,Bixby Middle School,Oklahoma
417,226,36,190,46032E,Minion Mechanics,Creekside Middle School,Indiana - Region 2 - Central
418,225,110,115,22280C,Titanium Dynamo,Livingston Robotics Club,New Jersey
419,225,84,141,57101C,iBot Chiangrai A,iBot Academy Chiangrai ,Thailand
420,225,79,146,5567A,Stemosaurus,Independent,California - North
421,225,18,207,2831F,Electric Eagles E,South Forsyth Middle School,Georgia
422,225,24,201,31337B,Blue Wolves Robotics,MOUNTAIN BROOK JUNIOR HIGH SCHOOL,Alabama
423,225,14,211,39920B,Citizens of WRO,Chasewood Learning,Illinois
424,225,9,216,86899A,Caffeinated Nuts,Expansion Core,New York-South
425,224,106,118,166V,SZSY//EACH ROBOTICS//,SHENZHEN EXPERIMENTAL SCHOOL,South China
426,224,58,166,44844E,Viscosity,Neenah Middle School,Wisconsin
427,224,56,168,8226A,TACOBOTIX,Private Group,Florida - South
428,224,34,190,77806B,Terminators,BASIS AHWATUKEE,Arizona
429,224,34,190,77732B,MSLR Robotics,MSLR ROBOTICS,Indiana - Region 1 - North
430,224,21,203,5813V,Leviathans,SHORELINE JUNIOR HIGH,Utah
431,223,99,124,1311A,西安曲江德闳学校,西安曲江德闳学校,West China
432,223,64,159,639A,Ithaca A,Ithaca City School District,New York-North
433,222,114,108,81856Y,Alyasmeen eagles ,IBNROSHD_ALYASMEEN_BOYS,Saudi Arabia
434,222,110,112,10458B,Beijing No.80 Middle School 10458B,Beijing No.80 Middle school,North China
435,222,110,112,93557A,TSQ,FusionBot,New York-South
436,222,110,112,85974A,Wa-Nee: (Something) Bots,NorthWood Middle School,Indiana - Region 1 - North
437,222,56,166,63273A,Robo Rangers,Robo Rangers,Illinois
438,222,17,205,47N,Fusion,EVERGREEN MIDDLE SCHOOL PTSA,Washington
439,222,14,208,6020X,MeiSha Robo Advancer,梅沙机甲学院,South China
440,221,90,131,10452J,Robotic Racoons,Haslett Robotics Club,Michigan
441,221,56,165,33566A,星创编程,星创编程,South China
442,221,2,219,74756B,Mythri-Valkyrie ,Mythri Stem Academy,Nevada
443,221,2,219,55580C,Cha Thai,Denla British School,Thailand
444,220,84,136,47400J,Sputnik,Private Team,Florida - South
445,220,84,136,82419A,Beyond Robotics,Beyond Code Academy,Thailand
446,220,17,203,5772A,ARMAGEDDON,THE ARM BOTS,North Carolina
447,220,17,203,70444B,RoboFins,DOWNTOWN DORAL CHARTER UPPER SCHOOL,Florida - South
448,219,219,0,9911A,Cyber-X,Mech Lab.Kabba,North China
449,219,64,155,78151C,Byting Bulldogs,COLONEL JOHN WHEELER MIDDLE SCHOOL,Indiana - Region 1 - North
450,219,14,205,3383B,Speed Stackers,ORCHARD HILLS,California - South
451,219,7,212,240A,TrailBlazers,Trailblazer Robotics Central Forsyth Branch,Georgia
452,219,18,201,22331W,Willy,Willy Robotics Academy,Egypt
453,219,0,219,30666A,西安市曲江第二学校,西安市曲江第二学校,West China
454,218,99,119,166A,SZSY Team1,SHENZHEN EXPERIMENTAL SCHOOL,South China
455,218,91,127,7755R,Future Soldier ZXW,Experimental Junior High School Affiliated to University of Shanghai for Science and Technology,East China
456,218,91,127,9333X,F1,Futurum Academy Malaysia,Malaysia
457,218,86,132,8128Y,1 out of 10 ain't all bad,LAMP Robotics Community Outreach,Alabama
458,218,84,134,11323C,RoboForce!,Howard Bishop Middle School,Florida - North/Central
459,218,84,134,4211A,Unsupervised,MakerWorks Lab,India
460,218,69,149,81880A,FutureTech Four,Sunflower,Texas - Region 3
461,218,63,155,59852B,Tesla 2.0,Centro de Capacitación Nikola Tesla,Paraguay
462,218,27,191,3722H,InnoTech,The Frazer School,Florida - North/Central
463,218,2,216,93557B,Apollo-11,FusionBot,New York-South
464,217,79,138,70484D,Blazing Dragons,Independent Team,Virginia
465,217,73,144,2529C,OVERTURN,CLAY MIDDLE SCHOOL,Indiana - Region 2 - Central
466,217,58,159,3150X,Vex-Wings,Independent Team,Georgia
467,216,48,168,31337E,The Big Cheese,MOUNTAIN BROOK JUNIOR HIGH SCHOOL,Alabama
468,216,24,192,2626T,SLG Primermelons,ST FRANCIS XAVIER Middle SCHOOL,Wisconsin
469,216,19,197,22250B,Clankers,El RANCHO CHARTER SCHOOL,California - South
470,215,52,163,593A,RoboHive,机械蜂巢,North China
471,215,49,166,28B,CornBalls,Robot Revolution,New Jersey
472,215,18,197,23761A,AMS_CT Robotics,Avon Middle School,Connecticut
473,215,25,190,6114A,Techno Turtles,HIren VIroja,South Carolina
474,215,9,206,17035D,PlatyPi,LIBERTY PARK MIDDLE SCHOOL,Alabama
475,215,7,208,2034V,✧(๑•̀ㅂ•́)و✧EACH✧//Victory^_^&//,Shenzhen Science Museum EACH-ROBOTICS,South China
476,215,7,208,16088A,Void Breaker,seeds academy,California - South
477,214,80,134,95014S,Shrimp Fried Rice,STEM Cupertino,California - North
478,214,84,130,8855Z,二维码,赋能教育,North China
479,214,24,190,79755A,RoboTitans,ZŠ Na Valech,Czech Republic
480,214,17,197,13251D,FK1SS Team D,Fung Kai No.1 Secondary School,Hong Kong
481,214,2,212,80100A,Giant Salamander,左京区岩倉幡枝町2109-2,Japan
482,213,96,117,9027A,园岭先遣队,Yuen Ling Primary School,South China
483,213,73,140,13675B,13675B,QongWolf Studio,South China
484,213,65,148,42999Z,RedKids,Tedem Koleji,Türkiye
485,213,36,177,61868X,CyberVex,STEAM Azerbaijan,Azerbaijan
486,213,34,179,240E,TrailBlazers,Trailblazer Robotics Central Forsyth Branch,Georgia
487,213,18,195,2205X,xCalibur,Robospark,Washington
488,213,2,211,30706A,Mangonators,THE OUT-OF-DOOR ACADEMY,Florida - North/Central
489,212,88,124,72486A,Dark Logic Robotics,Dark Logic Robotics,Alabama
490,212,74,138,42999A,Little Warriors,Tedem Koleji,Türkiye
491,212,11,201,5255G,DragonBots,Somerset Oaks Leadership and Innovation,Florida - South
492,211,21,190,1065D,LanierBot,Lanier Middle School,Texas - Region 3
493,211,62,149,11263X,Los Bros,Sunset Middle School,Colorado
494,210,104,106,11471B,Blitz Botz,LaSalle Preparatory School,New York-North
495,210,0,210,3050Y,Unknown ,LA Robo Lab,California - South
496,210,0,210,26888A,Houston Dragon Academy -A,Houston Dragon Academy,Texas - Region 3
497,210,2,208,4079B,Better Geeks,Private team,North Carolina
498,210,2,208,2999H,Double Brother,CodeLab,Thailand
499,210,0,210,8866X,8866X,Shanghai Weiyu Junior High School,East China
500,209,102,107,89275B,Team Invincible,THE R CHILD STEAM Center,New Jersey
501,209,99,110,31666A,西安铁一中陆港初级中学,西安国际港务区铁一中陆港初级中学,West China
502,209,60,149,6884G,Grand Adventurers,Timber Run Robotics,Indiana - Region 2 - Central
503,208,84,124,5408B,小哈機器人,小哈機器人 HaRobot,Chinese Taipei
504,208,84,124,836B,RoboBees B,growingSTEMS,Maryland
505,208,7,201,2205F,Teal Spacers,Robospark,Washington
506,208,7,201,70348J,DRAGON WARRIORS 2,"FPT Primary and Secondary School Da Nang, Vietnam",Vietnam
507,208,0,208,9977A,QWX战队,Shanghai Zhabei No. 8 Middle School,East China
508,208,0,208,2502C,Haile Storm Charlie Brown,CARLOS E. HAILE MIDDLE SCHOOL,Florida - North/Central
509,208,7,201,47M,Gear Grinders,Evergreen Middle School PTSA,Washington
510,208,17,191,839E,// Caution Tape //,Caution Tape Robotics ////,Ontario
511,208,16,192,7144T,Tames Jucker,MILLBURN MIDDLE SCHOOL,New Jersey
512,208,0,208,61666H,61666H,Ustar STEM Lab,California - North
513,208,0,208,65519B,CL_NovaX,CHI LANG HIGH SCHOOL,Vietnam
514,208,0,208,78151D,Byting Bulldogs,Colonel Wheeler Middle School,Indiana - Region 1 - North
515,208,0,208,48495C,Cats Wearing Caps,Rovers Robotics,New Zealand
516,208,0,208,7577A,VEX-XG7755,上海市民办凯慧中学,East China
517,208,0,208,61823B,Phoenix Robot Chenjiaci-B,Phoenix Robot Chenjiaci Compus,South China
518,208,0,208,33898B,FSC BG 02,"Trường tiểu học, THCS & THPT FPT Bắc Giang",Vietnam
519,207,90,117,64883A,University School Sharks Robotics,Nsu University School,Florida - South
520,207,36,171,26194M,TechnoLions Blue,Leo Elementary School,Indiana - Region 1 - North
521,206,81,125,99661X,领者精英,Future Leader Robot Club,North China
522,206,36,170,27115A,Beijing JT-IQ交大附中1队,The High School Attached to Beijing Jiaotong University,North China
523,206,28,178,7226B,CKJH2,Taichung Municipal Cheng-Kong Junior High School,Chinese Taipei
524,206,24,182,12430Y,12430Y,人大附中深圳学校,South China
525,206,14,192,670A,Kabosu,DOHSCHOOL,Japan
526,205,86,119,2205H,RoboRaptors,Robospark,Washington
527,205,75,130,3383A,Bots and Bows,ORCHARD HILLS,California - South
528,205,54,151,9137A,The Other Team,Explorations Robotics Club,Pennsylvania - East
529,205,14,191,93946A,GLMS Navy,GORDON LEE MIDDLE SCHOOL,Georgia
530,205,2,203,8560G,"AXIOMATICS  ""OG""",AXIOMICS,Georgia
531,205,4,201,92640A,HUNTERS ROBOTICS JUNIOR,KORPUS ROBOTIC,Türkiye
532,205,23,182,16899A,柴藝不凡,嘉義柴林創意機器人,Chinese Taipei
533,205,2,203,1729U,Uphoria,International Robotics Academy,Kazakhstan
534,204,14,190,2420A,The Roaring Lions,EFK Las Vegas,Nevada
535,204,62,142,29627X,Time Travelers,Bixby Middle School,Oklahoma
536,204,14,190,67867A,Automation Alliance,Automation Alliance,Texas - Region 3
537,204,14,190,2502A,Haile Storm Apollo,CARLOS E. HAILE MIDDLE SCHOOL,Florida - North/Central
538,204,14,190,36832F,VEXlociraptors,AUBURN JUNIOR HIGH SCHOOL,Alabama
539,204,7,197,91311A,How Much Is Too Much?,Ernest Lawrence Middle School,California - South
540,203,98,105,1605W,Mechanical Mavericks,Mechanical Mavericks,Minnesota
541,203,86,117,80020B,All Star Pickles,Rocky Robotiqs,Colorado
542,203,66,137,19601A,TVEX,The Benjamin School,Florida - South
543,203,2,201,11323E,4 Musketeers,Howard W. Bishop Middle School,Florida - North/Central
544,203,0,203,2822S,Uppie Guppies,STAUFFER (MARY R.) MIDDLE,California - South
545,203,0,203,6020A,MeiSha Robo Advancer,MeiSha Education,South China
546,203,0,203,8555B,花城飓风队,北京市丰台区乐万博教育科技有限公司,North China
547,203,2,201,7144B,AI Generated,MILLBURN MIDDLE SCHOOL,New Jersey
548,203,0,203,65519W,CL_WarHeilos,CHI LANG HIGH SCHOOL,Vietnam
549,203,2,201,12184E,FschoolCG San Hô Trắng,FPT Primary And Secondary School,Vietnam
550,203,0,203,61666F,Soda Pop,Ustar STEM Lab,California - North
551,203,0,203,46032G,KA^3LE Robotics,Creekside Middle School,Indiana - Region 2 - Central
552,203,2,201,22222A,YoonPark,LogandSteam,South Korea
553,203,2,201,68702A,Kimchi,QSI Quality Schools International,South China
554,203,2,201,10515A,Kraken,J WILLIAM FULBRIGHT JUNIOR HIGH SCHOOL,Arkansas
555,203,0,203,10698D,Red Lightning D,MAUI WAENA INTERMEDIATE SCHOOL,Hawaii
556,203,0,203,96933A,Gladiators,四川天府新区华阳中学附属学校,West China
557,202,90,112,64883X,University School Sharks Robotics,Nsu University School,Florida - South
558,202,84,118,71642A,Pablo357,Szkoła Podstawowa nr 357 im. Mikołaja Kopernika,Poland
559,202,73,129,23761B,AMS_CT Robotics,Avon Middle School,Connecticut
560,202,20,182,1052T,The Sloth Squad,深圳市百外世纪小学,South China
561,201,91,110,22320A,CyberGrizzlies,United School of Panama,Panama
562,201,64,137,79089E,Del Webb Robotics,DEL E WEBB MIDDLE SCHOOL,Nevada
563,201,0,201,17035A,The Time Paradox,LIBERTY PARK MIDDLE SCHOOL,Alabama
564,201,11,190,2500A,Gambit,Playideas Inc.,New York-South
565,201,0,201,6020Y,MeiSha Robo Advancer,梅沙机甲学院,South China
566,201,0,201,8366C,小小怪C,金水区纬五路第二小学(明鸿校区),Middle China
567,201,0,201,61823A,Phoenix Robot Chenjiaci-A,Phoenix Robot Chenjiaci Compus,South China
568,201,0,201,16088B,Cheer88+,seeds academy,California - South
569,200,86,114,84732C,Night Hawks,Ad Astra Robotics Club,Kansas
570,200,68,132,14180A,The Minotaurs,PETER F ALBA MIDDLE SCHOOL,Alabama
571,200,60,140,349X,Liv·e: Star Vex,LIV Koleji,Türkiye
572,200,50,150,14323E,The eleMental,FAIRBANKS MIDDLE SCHOOL,Ohio
573,200,19,181,2810S,Unigonbot,2810S Unigonbot,Japan
574,199,69,130,55580B,Blockade Brigade,Denla British School,Thailand
575,199,65,134,82908K,YCSY,广州市育才中学,South China
576,199,34,165,44100D,CR Dunkaroos,CRESTVIEW MIDDLE SCHOOL,Ohio
577,199,28,171,11323A,DB5,HOWARD W. BISHOP MIDDLE SCHOOL,Florida - North/Central
578,199,7,192,55712Z,Colt Squadron,Lawrence & Heidi Canarelli Middle School,Nevada
579,199,2,197,952T,Ridgely Robotics,Ridgely Middle School,Maryland
580,198,74,124,58387A,Mustang Monarchy,HUGO A OWENS MIDDLE,Virginia
581,198,24,174,4110T,Triple Threat,All Things CAP Inc.,Florida - North/Central
582,198,1,197,929S,Hereford Zone Robotics,Hereford Middle School,Maryland
583,198,0,198,62822T,Na Hang 22,Trường THCS thị trấn Na Hang,Vietnam
584,197,7,190,58766F,Krakein-Pinion,Omotec,India
585,197,28,169,126Z,GSI Robotics,GSI Robotics,Mexico
586,197,0,197,1021D,Ten Ton Robotics,West Vancouver Schools,British Columbia (BC)
587,197,0,197,127F,Flock of Eagles,PACIFIC COAST ACADEMY,California - South
588,196,66,130,4426C,Gear Guys,Future Innovators of Vienna,Virginia
589,196,63,133,7716B,北京中学,Beijing Middle School,North China
590,196,36,160,1336B,Goofy Goobers,KROMREY MIDDLE,Wisconsin
591,196,34,162,3211W,The Rubber Ducks,Diamond Bar Robotics,California - South
592,196,25,171,17925B,Level 19 Magikarps,Boswin Robotics,Ontario
593,196,14,182,29092A,The Terminatrix,Technautics,Texas - Region 3
594,196,6,190,78273B,TechTitans Nerds,PS/MS 124Q OSMOND A CHURCH,New York-South
595,195,90,105,99986S,99986S,北京昇元信奥国际教育科技有限公司,North China
596,195,76,119,1336C,Ctrl Alt Googly Eyes,KROMREY MIDDLE,Wisconsin
597,195,37,158,1408A,Ambition,King Henry VIII School,United Kingdom
598,195,14,181,4010C,◕CSAA◕ Cranky Clankers,CSAAFuture,Ontario
599,194,87,107,76450A,Washington WOLVES,Washington High School,Chinese Taipei
600,194,67,127,27115C,Beijing JT-IQ交大附中3队,The High School Attached to Beijing Jiaotong University,North China
601,194,42,152,20058B,Eagle IQ,CORAL ACADEMY OF SCIENCE LAS VEGAS - Cadence,Nevada
602,194,36,158,78A,TrailBlazers,Trailblazer Robotics,Georgia
603,194,2,192,30041K,Lakeside NextGen,LAKESIDE MIDDLE SCHOOL,Georgia
604,194,2,192,78151W,Byting Bulldogs,Colonel Wheeler Middle School,Indiana - Region 1 - North
605,193,76,117,2711E,RoboDragons - Tech Titans,DON ESTRIDGE HIGH TECH MIDDLE SCHOOL,Florida - South
606,193,25,168,2820A,Kinetic Kaos,OYSTER RIVER MIDDLE SCHOOL,New Hampshire/Vermont
